ENTREZID	SYMBOL
67840	Mrpl57
67841	Atg3
67842	Nop9
67843	Slc35a4
67844	Rab32
67845	Rnf115
67846	Tmem39a
67847	Sncaip
67848	Ddx55
67849	Cdca5
67851	Mtres1
67855	Asprv1
67856	Echdc3
67857	Ppp6c
67859	Cysrt1
67860	S100a16
67861	Akr1b10
67862	2310033P09Rik
67863	Slc25a11
67864	Yipf4
67865	Rgs10
67866	Wfdc1
67867	Lrrc28
67868	Cela3b
67869	Paip2
67870	Enoph1
67871	Mrrf
67872	Nsmce4a
67873	Mri1
67874	Rprm
67876	Coq10b
67877	Naa20
67878	Tmem33
67880	Dcxr
67881	Mdp1
67883	Uxs1
67884	Cfap410
67885	Mtln
67886	Camsap2
67887	Saraf
67888	Tmem100
67889	Rbm18
67890	Ufm1
67891	Rpl4
67892	Coa6
67893	Tmem86a
67894	Dennd10
67895	Ppa1
67896	Ccdc80
67897	Rnmt
67898	Pef1
67899	Cmc1
67900	Mtfp1
67902	Sumf2
67903	Gipc1
67905	Ppm1m
67909	Galntl5
67911	Zfp169
67912	1600012H06Rik
67914	Coq9
67916	Plpp3
67917	Zcchc3
67920	Mak16
67921	Ube2f
67922	Fam32a
67923	Eloc
67925	1700066D14Rik
67926	Cby2
67928	Abca14
67929	Ccdc70
67931	Serpini2
67932	1700129C05Rik
67933	Hcfc2
67935	Ces5a
67936	Wdr55
67937	Tmem59l
67938	Myl12b
67939	Prorsd1
67941	Rps27l
67942	Atp5g2
67943	Mesd
67944	Tex13a
67945	Rpl41
67946	Spata6
67948	Fbxo28
67949	Nifk
67951	Tubb6
67952	Tomm20
67955	Sugt1
67956	Kmt5a
67958	U2surp
67959	Puf60
67963	Npc2
67966	Zcchc10
67967	Pold3
67968	Ooep
67969	2700080J24Rik
67971	Tppp3
67972	Atp2b1
67973	Mphosph10
67974	Ccny
67976	Trabd
67978	Tctn2
67979	Atad1
67980	Gnpda2
67981	Hormad1
67983	Pdzd9
67984	4930415O11Rik
67985	Ssxb1
67988	Tmx3
67991	Nacc2
67993	Nudt12
67994	Mrps11
67996	Srsf6
67997	Ddx59
67998	Retreg3
68001	Cfap298
68002	Sdhaf4
68009	Defa20
68010	Bambi
68011	Snrpg
68014	Zwilch
68015	Trap1
68016	Cavin4
68017	Mrm2
68018	Cert1
68020	Coa8
68021	Bphl
68023	Pdf
68024	H2bc4
68026	Pclaf
68027	Tmem178
68028	Rpl22l1
68031	Rnf146
68032	Emc4
68033	Cox19
68034	Fam122a
68035	Rbm42
68036	Zfp706
68038	Chid1
68039	Nmb
68040	Zfp593
68041	Mid1ip1
68043	Eef1akmt1
68044	Chac2
68045	Rtraf
68046	2700062C07Rik
68047	Mpnd
68048	Aen
68050	Akirin1
68051	Nutf2
68052	Rps13
68053	Ubxn2b
68054	Serpina12
68055	Dmac2l
68058	Chd1l
68059	Tm9sf2
68066	Slc25a39
68067	Mrnip
68070	Pdzd2
68073	Atpsckmt
68075	Lurap1
68077	Nop53
68079	Pdcd2l
68080	Gpn3
68082	Dusp19
68083	Pak1ip1
68087	Dcakd
68089	Arpc4
68090	Yif1a
68092	Ncbp2
68094	Smarcc2
68095	Ociad1
68097	Dynll2
68098	Rchy1
68099	Cibar1
68106	Nt5c3b
68107	Cntd1
68112	Entr1
68114	Pwwp3a
68115	Maip1
68117	Apool
68118	Atg101
68119	Cmtm3
68121	Cep70
68126	Fahd2a
68133	Gcsh
68134	Upf3b
68135	Eif3h
68137	Kdelr1
68140	Tigd2
68142	Ino80
68145	Etaa1
68146	Arl13b
68147	Gar1
68149	Otub2
68151	Wls
68152	Fam133b
68153	Gtf2e2
68159	Stx19
68165	Fdx2
68166	Spire1
68169	Ndnf
68170	Iftap
68171	Pate6
68172	Rpl39l
68174	4930534H18Rik
68175	4930591A17Rik
68176	Inka1
68177	Ebpl
68178	Cgnl1
68180	Hyi
68183	Bcas2
68184	Denr
68185	Coa4
68187	Fam135a
68188	Sympk
68189	5330431K02Rik
68192	Leprotl1
68193	Rpl24
68194	Ndufb4
68195	Rnaset2b
68196	Hsbp1
68197	Ndufc2
68198	Ndufb2
68201	Ccdc34
68202	Ndufa5
68203	Diras2
68205	Urm1
68206	2900060N18Rik
68207	1700040A12Rik
68208	1700039O17Rik
68209	Rnaseh2c
68212	Tmbim4
68214	Gsto2
68215	Fam98b
68219	Nudt21
68220	1700019A23Rik
68221	Wfdc15a
68222	Fam166a
68223	Fam24a
68226	Efcab2
68227	1700082C02Rik
68229	Spindoc
68231	H2al2a
68233	Fam229a
68235	Mturn
68236	Gtsf1l
68239	Krt42
68240	Rpa3
68241	Mcrip2
68243	A930018P22Rik
68250	Ciao2a
68251	Babam1
68255	Tmem86b
68259	Ift80
68260	Trmt12
68262	Agpat4
68263	Pdhb
68265	Iqcf3
68267	Slc25a22
68268	Zdhhc21
68270	Dnaaf1
68272	Rbm28
68273	Pomgnt1
68274	Toporsl
68275	Rpa1
68276	Toe1
68277	2310057M21Rik
68278	Ddx39a
68279	Mcoln2
68281	4930430F08Rik
68283	9530077C05Rik
68291	Mto1
68292	Stt3b
68294	Mfsd10
68295	Aar2
68298	Ncapd2
68299	Vps53
68303	Fam114a1
68304	Poglut3
68307	Lrriq4
68310	Zmym1
68311	Lypd2
68312	Gstm7
68316	Apoo
68318	Aph1c
68323	Nudt22
68327	Tsr3
68328	Rab13
68332	Sdhaf1
68337	Crip2
68338	Golt1a
68339	Ccdc88c
68342	Ndufb10
68344	Tmem174
68346	Sirt5
68347	Mettl26
68348	Serpina1f
68349	Ndufs3
68350	Mul1
68352	Aspdh
68364	0610030E20Rik
68365	Rab14
68366	Tmem129
68371	Pbld1
68373	Gssos1
68375	Ndufa8
68376	0610040A22Rik
68379	Ciz1
68385	Tlcd1
68393	Mogat1
68394	Ccdc163
68395	Gm53175
68396	Nat8
68401	G6pc3
68402	0710001A04Rik
68404	Nrn1
68409	0710007G10Rik
68414	0710001L09Rik
68416	Sycn
68420	Ankrd13a
68421	Lmbrd1
68423	Ankrd13d
68427	Slc39a13
68428	Steap3
68431	Fbxl15
68436	Rpl34
68437	1200009P19Rik
68440	Dusp23
68441	Rraga
68449	Tbc1d10b
68452	1110001M07Rik
68453	Gpihbp1
68458	Ppp1r14a
68460	Dhrs7c
68463	Mrpl14
68464	1110004M10Rik
68465	Adipor2
68466	1110003F02Rik
68468	Ly6g6c
68472	Tmem126b
68473	Mob1b
68475	Ssna1
68476	1110003F10Rik
68477	Rmnd5a
68479	Phf5a
68480	Card19
68481	Mpzl1
68482	1110007E10Rik
68484	Krtap6-5
68487	Tmem140
68490	Zfp579
68493	Ndufaf4
68497	Arel1
68498	Tspan11
68499	Mrpl53
68501	Nsmce2
68505	Vps51
68507	Ppfia4
68509	Ptx4
68510	Ints1
68511	Dcdc2c
68512	Tomm5
68514	Micu2
68515	Myadml2
68519	Eml1
68520	Zfyve21
68521	Fam189b
68522	1110013H19Rik
68523	Ciao2b
68524	Wipf2
68525	Evc2
68526	Gpr155
68527	Ucma
68528	Smim6
68529	1110019B22Rik
68533	Mphosph6
68537	Mrpl13
68539	Tmem109
68544	Trir
68545	Ecscr
68549	Sgo2a
68550	Tefm
68552	Smim14
68553	Col6a4
68554	Cebpzos
68556	Uckl1
68558	Ankra2
68559	Pdrg1
68563	Dpm3
68564	Nufip2
68565	Mrps18a
68566	Caly
68567	Cgref1
68572	Mrpl58
68576	Lamtor5
68581	Tmed10
68585	Rtn4
68588	Cthrc1
68591	Mocos
68592	Syf2
68594	1110018F16Rik
68597	Ccdc167
68598	Dnajc8
68600	1110021P09Rik
68603	Pmvk
68606	Ppm1f
68607	Serhl
68611	Mrpl28
68612	Ube2c
68614	Letmd1
68616	Gdpd3
68617	Mtcl1
68618	Eola1
68625	Cfap57
68626	Elac2
68628	Fbxw9
68629	1110013I04Rik
68631	Cryl1
68632	Myct1
68634	Tm2d3
68635	1110025M09Rik
68636	Fahd1
68637	1110025L11Rik
68642	Tmem216
68644	Abhd14a
68646	Nadk2
68652	Tab2
68653	Samm50
68655	Fndc1
68659	Gask1b
68662	Scgb3a1
68666	Svop
68667	Trpm4
68668	Klk5
68671	Pcyt2
68672	1110035E04Rik
68673	Krtap4-2
68675	Fam172a
68678	Smtnl1
68680	Fitm1
68682	Slc44a2
68684	1110035D15Rik
68686	1110035H17Rik
68691	Kansl1l
68693	Hnrnpul2
68694	Lce1e
68695	Hddc3
68701	Ppp1r27
68703	Rere
68705	Gtf2f2
68708	Rabl2
68709	Cilp2
68713	Ifitm1
68718	Rnf166
68720	Lce1b
68721	1110032A03Rik
68723	Hrnr
68724	Arl8a
68725	1110032F04Rik
68727	1110032L06Rik
68728	Trp53inp2
68729	Trim37
68730	Dus1l
68731	Rbfa
68732	Carmil1
68734	Ppp4r3a
68735	Mrps18c
68736	Tyw5
68737	Angel1
68738	Acss1
68740	Krtap22-2
68742	Tmem219
68743	Anln
68744	Zfp740
68750	Rreb1
68753	Mybphl
68755	Cgrrf1
68758	Abhd11
68760	Synpo2l
68764	Cdhr3
68767	Washc1
68768	Krtap4-6
68770	Phtf2
68774	Ms4a6d
68775	Atp6v1c2
68776	Taf11
68777	Tmem53
68778	Gucd1
68781	1110055C04Rik
68786	1110059G02Rik
68791	1110050P16Rik
68792	Srpx2
68794	Flnc
68795	Ubr3
68796	Tmem214
68797	Pdgfrl
68799	Rgmb
68800	Prr32
68801	Elovl5
68802	Mypn
68810	Nexn
68813	Dock5
68814	1110060G06Rik
68815	Btbd10
68816	Ppil1
68817	Ddi2
68818	Zfand2b
68828	Sync
68832	Ldah
68833	Pdcl3
68836	Mrpl52
68837	Foxk2
68839	Ankrd46
68842	Tulp4
68845	Pih1d1
68846	Rnf208
68852	Lrrn4cl
68854	Asb11
68857	Dtwd2
68859	Smim1
68861	Dipk2a
68865	Arv1
68867	Rnf122
68870	Ak8
68874	Klhdc9
68875	Tmcc2
68876	Atp23
68877	Maf1
68879	Prpf6
68880	Fam240b
68888	Gkn3
68889	Ubac2
68891	Cd177
68895	Rasl11a
68897	Disp1
68904	Abhd13
68905	1110065H08Rik
68910	Zfp467
68911	Pygo2
68915	Vars2
68916	Cdkal1
68917	Hint2
68918	1190005I06Rik
68920	1110065P20Rik
68922	Dnai1
68923	1190001L17Rik
68924	1190001M18Rik
68925	Rpap1
68926	Ubap2
68927	Ptcd2
68929	Mospd3
68936	Smim11
68938	Aspscr1
68939	Rasl11b
68942	Chmp2b
68943	Pink1
68944	Tmco1
68945	1500002J14Rik
68947	Chst8
68948	Fam216a
68952	Tlcd3b
68953	Chmp2a
68955	Srrm4
68956	1500006G06Rik
68957	Paqr6
68961	Phkg2
68964	Ctc1
68966	Ngdn
68968	Cdan1
68969	Eif1b
68970	Dcaf12
68971	Tamm41
68972	Tatdn3
68975	Med27
68977	Haghl
68978	1500002I01Rik
68979	Nol11
68980	Wdr53
68981	Snrpa1
68988	Prpf31
68991	Ssu72
68992	Zfp580
68995	Mcts1
68999	Anapc10
69008	Cab39l
69009	Thap7
69010	Anapc13
69017	Prrt2
69019	Spcs1
69020	Zfp707
69024	Snx15
69025	1500032P08Rik
69028	Mitd1
69029	Smdt1
69032	Lyzl4
69034	Nupr1l
69035	Zdhhc3
69036	Zg16
69038	Tmem258
69044	1810017P11Rik
69046	Isca1
69047	Atp2c2
69048	Slc30a5
69049	Nat8f5
69051	Pycr2
69053	1810013L24Rik
69060	Pnlip
69063	1810014P07Rik
69064	Fuom
69065	Chac1
69066	1810010H24Rik
69068	Tcim
69069	Tmem273
69071	Tmem97
69072	Ebna1bp2
69073	Kdf1
69076	Triap1
69077	Psmd11
69080	Gmppa
69082	Zc3h15
69083	Sult1c2
69085	Zcchc9
69089	Oxa1l
69090	Ascc1
69091	Vps26b
69094	Tmem160
69097	Trim15
69099	1810009N02Rik
69101	Ydjc
69102	1810015C11Rik
69103	1810015A16Rik
69104	Marchf5
69106	Stoml1
69109	Ccnq
69113	Alkbh3
69116	Ubr4
69117	Adh6a
69121	Chrdl2
69123	Eci3
69125	Cnot8
69126	Rbis
69129	Pex11g
69131	Cdk12
69134	Fam25c
69135	2200001K16Rik
69136	Tusc1
69137	Vstm5
69142	Cd209f
69146	Gsdmd
69147	2200002J24Rik
69149	Kbtbd3
69150	Snx4
69151	Lzic
69155	1810030O07Rik
69156	Comtd1
69159	Rhebl1
69161	Manbal
69162	Sec31a
69163	Mrpl44
69165	Cd209b
69168	Bola1
69169	Fcmr
69171	Cnppd1
69173	1810037O21Rik
69177	1810027L02Rik
69178	Snx5
69179	Stimate
69181	Dyrk2
69183	C1qtnf2
69185	Dtwd1
69186	Tmem256
69187	Erp27
69188	Kmt2e
69189	Mcemp1
69190	Dym
69191	Pdia2
69192	Dhx16
69194	2010015B12Rik
69195	Tmem121
69198	2610024L02Rik
69202	Ptms
69207	Srsf11
69209	2610024J18Rik
69214	2610021J01Rik
69215	Sat2
69216	Svbp
69217	Plekha4
69219	Ddah1
69225	Naxd
69226	Snx24
69227	Selenot
69228	Zfp746
69232	Qrich1
69234	Zfp688
69236	2610034E01Rik
69237	Gtpbp4
69239	Pdzph1
69241	Polr2d
69250	2610029K11Rik
69253	Hspb2
69256	Zfp397
69257	Elf2
69258	2610030P05Rik
69259	Kctd5
69260	Ing2
69261	2810411K19Rik
69263	Rfc3
69269	Scnm1
69270	Gins1
69271	3200001G23Rik
69274	Ctdspl
69276	Sec62
69277	3300002I08Rik
69281	Spata4
69282	1700001J03Rik
69285	1700011L03Rik
69286	Glipr1l1
69287	Odf3
69288	Rhobtb1
69293	1700001C07Rik
69294	Cst13
69296	Tmigd3
69297	Lrrc46
69299	Asb9
69301	Tescl
69304	1700001A13Rik
69305	Dcps
69306	Efcab9
69307	Pxt1
69309	Slc16a13
69310	Pacrg
69312	Ppp1r42
69314	Izumo3
69315	1700001L19Rik
69317	Hmgb4
69318	Fam24b
69324	1700012B07Rik
69325	1700012B09Rik
69327	Pierce1
69329	Cfap206
69332	Lelp1
69339	Ccdc54
69341	1700010B09Rik
69349	1700008O03Rik
69351	Smim23
69352	Necab1
69354	Slc38a4
69358	Lrrc51
69361	Cypt3
69362	Cst12
69363	Spaca4
69364	Cfap107
69366	1700013A02Rik
69367	Glrx2
69368	Wdfy1
69369	Ms4a20
69371	Smco2
69372	Mocs3
69376	Zpbp2
69379	C8g
69380	1700013G24Rik
69382	H2bl1
69384	Tmem89
69386	H4c8
69387	Dnajb13
69389	H2bw2
69392	1700024P12Rik
69395	1700018P22Rik
69396	1700018F24Rik
69397	1700019A02Rik
69398	Cdhr4
69399	1700025G04Rik
69400	1700025A08Rik
69401	Plac8l1
69408	Dnajc17
69416	Ms4a19
69421	1700022F17Rik
69424	1700016F12Rik
69427	1700016B15Rik
69428	1700016C15Rik
69439	Mroh4
69440	Dennd6b
69441	Efcab15
69442	1700023H06Rik
69444	Lyzl6
69447	1700027A13Rik
69452	1700027M17Rik
69453	Prss56
69454	Clic3
69456	Commd10
69457	Tmem45a2
69459	Ubl7
69462	Slurp2
69464	Krtap4-13
69469	Tmco2
69470	Tmem127
69473	Krtap3-1
69477	2300009N04Rik
69478	2300009A05Rik
69479	1700029J07Rik
69480	Ttc9
69481	Actl9
69482	Nup35
69487	Ndufaf5
69496	Dydc1
69498	2310007H11Rik
69499	Tsr2
69501	Etd
69504	Zfp932
69511	Klk12
69514	Lce3e
69519	Rwdd2a
69520	Lce3f
69524	Esam
69527	Mrps9
69528	1700030J22Rik
69533	Krtap26-1
69534	Avpi1
69535	Ten1
69536	Hemk1
69537	Dnase1l1
69538	Antxr1
69539	Trnp1
69540	Klk10
69541	Lyg1
69542	2300002M23Rik
69543	Capns2
69544	Wdr5b
69546	Mapk1ip1
69547	Nkpd1
69549	2310009B15Rik
69550	Bst2
69551	2310022B05Rik
69553	Ripor3
69554	Klhdc2
69555	2310033F14Rik
69556	Bod1
69562	Cdk13
69563	Mrln
69564	Nmrk2
69568	Vkorc1l1
69572	Mfsd3
69573	Hilpda
69574	Cmbl
69576	Smco1
69577	Fastkd3
69579	2310034P14Rik
69581	Rhou
69582	Plekhm2
69583	Tnfsf13
69584	2310035O12Rik
69585	Hjv
69587	Pcgf3
69590	Gpx8
69592	Odam
69594	2310026L22Rik
69596	Ap5s1
69597	Afg3l2
69601	Dab2ip
69602	Otop3
69605	Lnpk
69606	Mtfmt
69607	2310011C19Rik
69608	Sec24d
69611	Lce1d
69612	Kansl2
69617	Pitrm1
69627	Fam89a
69632	Arhgef12
69634	Clybl
69635	Dapk1
69638	Enho
69639	Exosc8
69640	Fam83g
69641	Wdr20
69642	Mlip
69654	Dctn2
69655	Cd164l2
69656	Pir
69660	Tmbim1
69661	2310061N02Rik
69662	2310061I04Rik
69663	Ddx51
69664	Krtap1-5
69665	Upk3bl
69666	Psmg4
69668	Ccdc115
69670	2310061D13Rik
69671	Tmem52
69672	Txndc15
69674	Mif4gd
69675	Pxdn
69677	Il36b
69683	Emc10
69684	Aarsd1
69686	2310066D07Rik
69692	Hddc2
69693	Pof1b
69694	Tatdn1
69696	2310057N15Rik
69697	Camsap3
69698	Slc52a3
69699	2310079G19Rik
69700	Col22a1
69702	Ndufaf1
69706	Lrr1
69707	Iqcg
69709	Ptrhd1
69710	Arap1
69713	Pin4
69714	Tfpt
69716	Trip13
69717	Gm10499
69718	Ipmk
69719	Cad
69721	Nkiras1
69723	Rpain
69724	Rnaseh2a
69726	Smyd3
69727	Usp46
69731	Gemin7
69736	Nup37
69737	Ttl
69740	Dph5
69742	Tm2d2
69743	Casz1
69745	Pold4
69747	Zswim7
69748	Aldh16a1
69752	Zfp511
69754	Fbxo7
69757	Leng1
69761	Aoc1l2
69765	1500004F05Rik
69767	1600017G08Rik
69769	Tnfaip8l2
69770	Fam174c
69772	Bdh2
69773	Timm29
69774	Ms4a6b
69780	Smap2
69783	1600010F14Rik
69784	1500009L16Rik
69785	Ceacam13
69786	Tprkb
69787	Anxa13
69790	Med30
69792	Med6
69802	Cox11
69804	Tmem147
69806	Slc39a11
69807	Trim32
69809	1810046K07Rik
69810	Clec4b1
69814	Prss32
69815	Krtcap3
69816	Mzb1
69821	Mterf4
69823	Fyttd1
69824	Glod5
69826	Ms4a10
69833	Polr2f
69834	Rab43
69836	Pla2g12b
69837	Pcgf1
69841	2010002M09Rik
69847	Wnk4
69851	2010007E15Rik
69852	Tcf23
69859	2010008C14Rik
69860	Eif1ad
69861	2010003K11Rik
69863	Ttc39b
69864	1810065E05Rik
69865	A1cf
69870	Polr3gl
69871	Ppp1r35
69875	Ndufa11
69876	Thap3
69878	Snrpf
69882	Ints14
69885	Aunip
69886	2610002J23Rik
69887	2010100M03Rik
69888	Cyp2c66
69890	Zfp219
69893	Coa7
69894	Fam241b
69898	2010110G14Rik
69900	Mfsd11
69902	Mrto4
69903	Rasip1
69906	Slc25a32
69908	Rab3b
69912	Nup43
69915	2610509F24Rik
69917	Nabp2
69920	Polr2i
69922	Vrk2
69923	Agk
69926	Dnah17
69928	Cenps
69930	Zfp715
69932	2810004I08Rik
69934	Trmt10b
69938	Scrn1
69940	Exoc1
69942	Rnf113a1
69944	2810021J22Rik
69955	Fars2
69956	Ptcd3
69957	Cdc16
69960	2810403G07Rik
69961	Rpp25l
69962	Mettl18
69963	2810432F15Rik
69968	2810404F17Rik
69975	2810405F17Rik
69976	Galk2
69977	2810405K22Rik
69979	2810427C15Rik
69981	Tmem30a
69982	Spink2
69983	Sis
69987	Spaca9
69988	2010205J10Rik
69993	Chn2
69994	Rsc1a1
70000	2410024N13Rik
70007	1700029J08Rik
70008	Ace2
70009	Ssty2
70012	Cep85
70016	1700030N18Rik
70019	2410039M03Rik
70020	Ino80b
70021	Nt5dc2
70024	Mcm10
70025	Acot7
70026	Tspo2
70028	Dop1b
70031	Cmtm8
70041	2610524E12Rik
70044	Tut1
70045	2610528A11Rik
70047	Trnt1
70050	2600014K08Rik
70052	Prpf4
70054	Ccdc89
70059	Degs2
70060	Spata3
70061	Sdr9c7
70062	Ctag2
70065	Ankrd60
70069	H1f7
70073	Zdhhc25
70074	1700030P01Rik
70078	Nol7
70080	Igsf23
70081	Zfp995
70082	Lysmd2
70083	Metrn
70084	2300004M11Rik
70086	Cysltr2
70088	Meaf6
70093	Ube2q1
70094	2310008B10Rik
70097	Sash1
70099	Smc4
70101	Cyp4f16
70103	Znhit1
70108	2610001A08Rik
70110	Ifi35
70113	Odf3b
70118	Srrd
70120	Yars2
70122	Mllt3
70123	Nbdy
70125	2210016H18Rik
70127	Dpf3
70129	Slc44a4
70133	2210406H18Rik
70134	Misp3
70135	2310043P16Rik
70141	2210414I22Rik
70144	Lrch3
70145	2210022D18Rik
70152	Mettl7a1
70153	2210016F16Rik
70155	Ogfrl1
70156	2310046G18Rik
70160	Vps36
70163	Lypd8
70165	2310044K18Rik
70166	Lipn
70167	2210414F02Rik
70177	2210415C06Rik
70178	Abhd17c
70184	2310066N15Rik
70185	2310068G24Rik
70186	Fam162a
70190	2610036A22Rik
70192	Cd209g
70202	Ctsll3
70203	2310061B05Rik
70205	2310068C19Rik
70207	Taco1
70208	Med23
70209	Tmem143
70213	2310075M01Rik
70218	Kif18b
70223	Nars
70225	Ppil3
70227	Zfp619
70231	Gorasp2
70233	Cd2bp2
70235	Poc1a
70237	Bhlhb9
70238	Rnf168
70239	Gtf3c5
70240	Ufsp1
70241	2810416A17Rik
70246	3300002P09Rik
70247	Psmd1
70248	Dazap1
70251	2010105D22Rik
70256	2010107C10Rik
70257	Atp5mpl
70261	Chp2
70266	Kyat1
70267	2010109K09Rik
70274	Ly6g6e
70275	2310061L18Rik
70277	2310026G15Rik
70285	Rpf1
70286	2310067P03Rik
70289	2510016D11Rik
70290	2310079F09Rik
70291	Mkrn2os
70292	Afap1
70294	Rnf126
70295	2610011I18Rik
70296	Tbc1d13
70297	Gcc2
70298	2600010L24Rik
70299	2610012C04Rik
70300	Fuz
70307	2510042H03Rik
70309	2610005G05Rik
70310	Plscr3
70311	2510042O18Rik
70312	Cactin
70314	Rabep2
70315	Hdac8
70316	Ndufab1
70317	Arl16
70320	2610008G14Rik
70325	Pigw
70333	Cd3eap
70335	Reep6
70337	Iyd
70348	Ube2cbp
70349	Copb1
70350	Basp1
70351	Ppp4r1
70354	Secisbp2l
70355	Gprc5c
70356	St13
70357	Kcnip1
70358	Steap1
70359	Gtpbp3
70361	Lman1
70362	Actl10
70363	Fam135b
70369	Bag5
70370	Fbln7
70373	Gpatch2l
70375	Ica1l
70376	1700026H06Rik
70377	Derl3
70378	1810073G21Rik
70380	Mospd1
70381	Tecpr1
70382	Kctd2
70383	Cox10
70385	Spdl1
70387	Ttc9c
70392	Asb12
70394	Kptn
70396	Asnsd1
70397	Tmem70
70405	Calml3
70407	2310061G22Rik
70408	Polr3f
70409	2310066F23Rik
70412	2900002J02Rik
70415	Stk26
70417	Megf10
70419	2810408A11Rik
70420	Arpin
70422	Ints2
70423	Tspan15
70425	Csnk1g3
70426	Tekt5
70427	Mier2
70428	Polr3b
70430	Tbce
70432	Rufy2
70433	Draxin
70434	2610201A13Rik
70435	Inf2
70439	Taf15
70443	2610300A13Rik
70445	Cd248
70450	Unc13d
70451	Dhrs13
70453	2610105M22Rik
70454	Cenpl
70456	Mpc2
70457	2610303G11Rik
70458	2610318N02Rik
70459	2610303A01Rik
70460	2610306O10Rik
70461	Crtc3
70464	2610312I10Rik
70465	Wdr77
70466	Ckap2l
70470	Rprd1b
70471	2610304O13Rik
70472	Atad2
70474	5730405A10Rik
70477	5730407O05Rik
70478	Mipep
70480	5730407M17Rik
70481	Pnma1
70484	Slc35d2
70485	5730409N24Rik
70488	5730405O12Rik
70495	Atp6ap2
70496	5730406E14Rik
70497	Arhgap17
70499	5730409L17Rik
70503	Ddo
70507	5730411F24Rik
70508	Bbx
70510	Rnf167
70511	Eef2kmt
70515	5730407I07Rik
70516	5730408A14Rik
70521	5730420F10Rik
70522	5730415C11Rik
70524	5730414N17Rik
70527	Stambp
70530	Lrfn2
70532	5730433K22Rik
70533	Btf3l4
70536	Qpct
70544	Tmem242
70545	5730433N10Rik
70546	Zdhhc2
70548	5730437C12Rik
70549	Tln2
70551	Tmtc4
70552	Lrrc56
70556	Slc25a33
70560	Wars2
70561	Txndc16
70562	5730419A17Rik
70563	5730453C05Rik
70564	Prxl2a
70567	Fra10ac1
70568	Cpne3
70571	Tcerg1l
70572	Ipo5
70573	Tbccd1
70574	Cpm
70575	Gfod2
70577	5730448F11Rik
70579	Zc3h11a
70580	5730478J17Rik
70584	Pak4
70591	5730455P16Rik
70596	5730447C08Rik
70598	Filip1
70599	Itprid2
70601	Ecd
70603	Mutyh
70604	Dnajb14
70605	Zdhhc24
70611	Fbxo33
70612	Tmem230
70615	Ankrd24
70616	Sugp1
70617	Fam241a
70620	Ube2v2
70624	5730507A11Rik
70625	Med26
70629	5730512F23Rik
70630	5730493B19Rik
70638	Fam189a1
70639	5730521K06Rik
70640	Dcp2
70645	Oip5
70646	Naa30
70649	5730575I04Rik
70650	Zcchc8
70652	Tmem144
70656	5730526G10Rik
70661	Sik3
70673	Prdm16
70675	Vcpip1
70676	Gulp1
70680	3021401N23Rik
70681	Abraxas1
70683	Utp20
70685	3830408D07Rik
70686	Dusp16
70691	3830403N18Rik
70693	Adgra3
70696	Magea9
70699	Nup205
70700	3021401L19Rik
70701	Nipal1
70708	3830422I06Rik
70713	Gpr137c
70717	Medag
70719	Arhgap45
70726	Angptl6
70727	Rasgef1a
70729	Nos1ap
70730	6330409D20Rik
70735	6330403N20Rik
70737	Cgn
70745	6330418B08Rik
70747	Tspan2
70749	6330408M09Rik
70750	Kdsr
70757	Hacd2
70760	6330417A16Rik
70762	Dclk2
70763	6330419E04Rik
70767	Prpf3
70769	Nolc1
70771	Gpr173
70772	Ggnbp1
70779	Prdm5
70782	4631402F24Rik
70784	Rasl12
70785	Dennd1c
70788	Klhl30
70789	Kynu
70790	Ubr5
70791	Hars2
70796	Zdhhc1
70797	Ankib1
70798	4631422I05Rik
70799	Cep192
70802	Pwwp2a
70804	Pgrmc2
70807	Arrdc2
70809	Clec2g
70810	Krt25
70814	4921506L19Rik
70817	4633402D09Rik
70821	4921507P07Rik
70823	Hmgxb4
70824	4921504P20Rik
70825	4633401L03Rik
70827	Trak2
70828	4633401B06Rik
70829	Ccdc93
70831	Krtap31-1
70833	4733401A01Rik
70834	Spag9
70835	Prss22
70838	4921507H08Rik
70839	P2ry12
70840	Slc22a16
70843	Krt28
70846	Ttc6
70847	4733401D01Rik
70850	4921504P05Rik
70853	Vwa3b
70857	4921509J17Rik
70859	Lrrc63
70861	Akr1cl
70862	Spata16
70864	Fam47c
70866	Slco6d1
70867	4921521D15Rik
70868	4921515L22Rik
70869	4921522A10Rik
70870	4921516I12Rik
70871	4921517O11Rik
70872	4921519G19Rik
70873	Cnbd2
70875	4921513I08Rik
70879	4921511E18Rik
70881	Nt5c1b
70882	Armc3
70883	4921509A06Rik
70884	Ccdc81
70885	Ints10
70887	Dmrtc1a
70888	4921521C08Rik
70890	4921524M04Rik
70891	Spdya
70892	Ttll7
70893	Glb1l3
70894	Efcab3
70895	4921511E07Rik
70896	Speer1
70897	Garin2
70900	4921517D22Rik
70901	4921524L21Rik
70902	Lpcat2b
70906	4921522E08Rik
70909	4921504E06Rik
70911	Phyhipl
70913	4921523L03Rik
70918	Nsun7
70919	4921520J07Rik
70920	Tex47
70925	Cdkn2aip
70926	4921523P09Rik
70928	Trim69
70929	4921527H02Rik
70930	Nol8
70931	4921534E14Rik
70935	Speer4f1
70941	4921539E11Rik
70945	Mmrn1
70948	Wdr20rt
70950	Ccdc178
70951	Spata1
70952	Poteg
70956	Tex19.2
70964	4931418L13Rik
70967	Eva1c
70968	4931407J08Rik
70974	Pgm2l1
